A'MARIE	ಅಮಾರೀ
LIAM PLUNKETT	ಲಿಯಾಮ್ ಪ್ಲಂಕೆಟ್
LIBERACE	ಲಿಬರೇಸ್
LIBERTY BAPTIST	ಲಿಬರ್ಟಿ ಬ್ಯಾಪ್ಟಿಸ್ಟ್
LIBRARY OF CONGRESS LIVING LEGEND	ಲೈಬ್ರರಿ ಆಫ್ ಕಾಂಗ್ರೆಸ್ ಲಿವಿಂಗ್ ಲೆಜೆಂಡ್
LIESEL	ಲೀಸೆಲ್
LILAC	ಲಿಲಾಕ್
LILIKA	ಲಿಲಿಕಾ
LILLE	ಲಿಲೀ
LILLIAN	ಲಿಲಿಯನ್
LILONGWE	ಲಿಲಾಂಗ್ವೆ
LILY	ಲಿಲಿ
LILY TOMLIN	ಲಿಲಿ ಟಾಮ್ಲಿನ್
LINA	ಲಿನಾ
LINCOLN ROBERTS	ಲಿಂಕನ್ ರೋಬರ್ಟ್ಸ್
LINCOLN UNIVERSITY	ಲಿಂಕನ್ ಯುನಿವರ್ಸಿಟಿ
LINDA RONSTADT	ಲಿಂಡಾ ರಾನ್ಸ್‌ಟಾಡ್
LINDY HOP	ಲಿಂಡಿ ಹಾಪ್
LINETTE	ಲಿನೆಟ್
LINGANAMAKKI DAM	ಲಿಂಗನಮಕ್ಕಿ ಡ್ಯಾಮ್
LINGARAJA	ಲಿಂಗರಾಜ
LINORE	ಲಿನೋರ್
LINUS	ಲಿನಸ್
LION	ಲಯನ್
LIONS GATE	ಲಯನ್ಸ್ ಗೇಟ್
LIPI	ಲಿಪಿ
LIRA	ಲಿರಾ
LISBON	ಲಿಸ್ಬನ್
LISCARD BATTERY	ಲಿಸ್‌ಕಾರ್ಡ್ ಬ್ಯಾಟರಿ
LISETTE	ಲಿಸೆಟ್
LITA	ಲಿತಾ
LITHIUM	ಲೀಥಿಯಂ
LITTLE	ಲಿಟ್ಲ್
LITTLE FLOCK BAPTIST	ಲಿಟ್ಲ್ ಫ್ಲಾಕ್ ಬ್ಯಾಪ್ಟಿಸ್ಟ್
LITTLEHAMPTON REDOUBT	ಲಿಟಲ್‌ಹ್ಯಾಂಪ್ಟನ್ ರಿಡೌಟ್
LIVERPOOL COMMUNITY	ಲಿವರ್‌ಪೂಲ್ ಕಮ್ಯುನಿಟಿ
LIVERPOOL JOHN MOORES UNIVERSITY	ಲಿವರ್‌ಪೂಲ್ ಜಾನ್ ಮೂರ್ಸ್ ಯುನಿವರ್ಸಿಟಿ
LIVETT	ಲಿವೆಟ್
LIVING WORD FAMILY WORLD OUTREACH	ಲಿವಿಂಗ್ ವರ್ಡ್ ಫ್ಯಾಮಿಲಿ ವರ್ಲ್ಡ್ ಔಟ್‌ರೀಚ್
LIVINGSTON	ಲಿವಿಂಗ್ಸ್ಟನ್
LIVINGSTONE	ಲಿವಿಂಗ್‌ಸ್ಟೋನ್
LIYAAKAT	ಲಿಯಾಕತ್
LIYAQAH	ಲಿಯಾಖಾಹ್
LLOYD	ಲಾಯ್ಡ್
LLOYD BRIDGES	ಲಾಯ್ಡ್ ಬ್ರಿಜಸ್
LLOYDS STEEL	ಲಯಾಡ್ಸ್ ಸ್ಟೀಲ್
LOCKERIDGE	ಲಾಕ್‌ರಿಡ್ಜ್
LOCKHEED MARTIN	ಲಾಕ್‌ಹೀಡ್ ಮಾರ್ಟಿನ್
LOEWS	ಲೋವ್ಸ್
LOG KYA KAHENGE	ಲೋಗ್ ಕ್ಯಾ ಕಹೆಂಗೆ
LOGIE AWARD	ಲಾಗಿ ಅವಾರ್ಡ್
LOHARGANJ	ಲೋಹರಗಂಜ್
LOJKI	ಲೋಜ್ಕಿ
LOKAMAAN_Y	ಲೋಕಮಾನ್ಯ
LOKAPAAL	ಲೋಕಪಾಲ್
LOKAPRADIP	ಲೋಕಪ್ರದೀಪ್
LOKRE	ಲೋಕ್ರೆ
LOLA	ಲೋಲಾ
LOLA AWARDS	ಲೋಲಾ ಅವಾರ್ಡ್ಸ್
LOLE	ಲೋಲೆ
LONDON EXPRESS	ಲಂಡನ್ ಎಕ್ಸ್‌ಪ್ರೆಸ್
LONDON METROPOLITAN UNIVERSITY	ಲಂಡನ್ ಮೆಟ್ರೋಪಾಲಿಟನ್ ಯುನಿವರ್ಸಿಟಿ
LONG BEACH	ಲಾಂಗ್ ಬೀಚ್
LONGONOT	ಲಾಂಗೊನಾಟ್
LONKAR	ಲೋಂಕಾರ್
LORENA	ಲೊರೆನಾ
LOTHRINGEN	ಲಾಥ್ರಿಂಗನ್
LOTTA	ಲೊಟ್ಟಾ
LOTTE	ಲೊಟ್ಟೆ
LOTUS	ಲೋಟಸ್
LOU	ಲಾವೂ
LOUANNA	ಲುವಾನ್ನಾ
LOUIS	ಲೂಯಿಸ್
LOUIS FISHER	ಲೂಯಿಸ್ ಫಿಶರ್
LOUISE	ಲ್ಯೂಯೀಸಿ
LOUISIANA	ಲೂಯಿಸಿಯಾನಾ
LOVE	ಲವ್
LOVE AND MURDER	ಲವ್ ಅಂಡ್ ಮರ್ಡರ್
LOVE IN TOKYO	ಲವ್ ಇನ್ ಟೋಕ್ಯೋ
LOVE LOVE LOVE	ಲವ್ ಲವ್ ಲವ್
LOVE MARRIAGE	ಲವ್ ಮ್ಯಾರೇಜ್
LOVEY	ಲೋವೆ
LOWELL	ಲಾವೆಲ್
LOWER SAXONY WADDEN SEA	ಲೋವರ್ ಸ್ಯಾಕ್ಸೋನಿ ವಾಡನ್ ಸೀ
LOWES	ಲೋವೆಸ್
LOYOLA UNIVERSITY CHICAGO	ಲೊಯೊಲಾ ಯುನಿವರ್ಸಿಟಿ ಚಿಕಾಗೊ
LU'LU	ಲುಲು
LUANA	ಲುವಾನಾ
LUBANA	ಲುಬಾಣಾ
LUCIA	ಲುಸಿಯಾ
LUCIE	ಲೂಸಿ
LUCIEN	ಲ್ಯುಸಿಯೆನ್
LUCIL BALL	ಲೂಸಿಲ್ ಬಾಲ್
LUCILLE	ಲುಕಿಲ್ಲೆ
LUCKETT	ಲೂಕೆಟ್
LUCKNOW	ಲಕ್ನೋ
LUCKY NUMBER	ಲಕೀ ನಂಬರ್
LUCRECE	ಲ್ಯೂಕ್ರೀಸ್
LUCRETIA	ಲುಕ್ರೆಶಿಯಾ
LUCUS	ಲೂಕಾಸ್
LUCY	ಲೂಸಿ
LUDHIANWI	ಲೂಧಿಯಾನವಿ
LUELLA	ಲ್ಯೂಯಲಾ
LUKAYAN CAVERNS	ಲುಕಾಯನ್ ಕೇವರ್ನ್ಸ್
LUKE	ಲ್ಯೂಕ್
LUMPS FORT	ಲುಂಪ್ಸ್ ಫೋರ್ಟ್
LUNGLEI	ಲುಂಗ್ಲೈ
LUSAKA	ಲುಸಾಕಾ
LUT	ಲುತ್
LUTE	ಲೂಟ್
LUTF	ಲುತ್ಫ್
LUXEMBOURG	ಲಕ್ಸೆಂಬರ್ಗ್
LUXOR	ಲಕ್ಸರ್
LYDIE	ಲೈಡೀ
LYNETH	ಲಿನೆತ್
LYNETTE	ಲಿನೆಟ್
LYNNA	ಲಾಯ್ನಾ
LYNNEA	ಲೀನಿಯಾ
LYON SAINT EXUPERY	ಇಯಾನ್ ಸೈಂಟ್ ಎಕ್ಸುಪೆರಿ
LYRIS	ಲಿರಿಸ್
M-SYSTEMS FLASH DISK PIONEERS	ಎಂ-ಸಿಸ್ಟಮ್ಸ್ ಫ್ಲ್ಯಾಶ್ ಡಿಸ್ಕ್ ಪಯೊನೀರ್ಸ್
MAA BAHEN AUR BIWI	ಮಾ ಬಹನ್ ಔರ್ ಬೀವಿ
MAA BETA	ಮಾ ಬೇಟಾ
MAA KA ANCHAL	ಮಾ ಕಾ ಆಂಚಲ್
MAA KA PYAR	ಮಾ ಕಾ ಪ್ಯಾರ್
MAA KI MAMTA	ಮಾ ಕೀ ಮಮತಾ
MAADHAV	ಮಾಧವ್
MAADREY	ಮಾದ್ರೇಯ್
MAAINKAR	ಮಾನಿಕರ್
MAAJHA	ಮಾಝಾ
MAALAA	ಮಾಲಾ
MAALI	ಮಾಲಿ
MAAN	ಮಾನ್
MAAN APMAAN	ಮಾನ್ ಅಪಮಾನ್
MAAN JAIYE	ಮಾನ್ ಜಾಯಿಯೆ
MAAN MARYADA	ಮಾನ್ ಮರ್ಯಾದಾ
MAANASEE	ಮಾನಸೀ
MAANIKA	ಮಾಣಿಕಾ
MAATE	ಮಾಟೆ
MAATI BALIDAN KI	ಮಾಟಿ ಬಲಿದಾನ್ ಕಿ
MAAYAARAAM	ಮಾಯಾರಾಮ್
MABLI	ಮಾಬ್ಲಿ
MAC DONNELL	ಮ್ಯಾಕ್ ಡೊನೆಲ್
MACARTHUR FELLOWSHIP	ಮ್ಯಾಕ್‌ಆರ್ಥರ್ ಫೆಲೋಶಿಪ್
MACDONALD	ಮ್ಯಾಕ್ ಡೊನೆಲ್
MACHHAL	ಮಛಲ್
MACLEOD	ಮ್ಯಾಕ್ಲಿಯೊಡ್
MACMILLAN	ಮ್ಯಾಕ್‌ಮಿಲನ್
MACON	ಮ್ಯಾಕನ್
MACQUARIE UNIVERSITY	ಮೆಕ್ವಾರೀ ಯುನಿವರ್ಸಿಟಿ
MACUMBO	ಮ್ಯಾಕುಂಬೊ
MAD BHARE NAIN	ಮದ್ ಭರೆ ನೈನ್
MADADGAR	ಮದದ್‌ಗಾರ್
MADAGASCAR	ಮದಗ್‌ಸ್ಕಾರ್
MADAM ZAPATTA	ಮೇಡಮ್ ಜಪಟ್ಟಾ
MADANAMOHAN	ಮದನಮೋಹನ
MADANIYAH	ಮದನಿಯಾ
MADDOCK	ಮ್ಯಾಡಾಕ್
MADELEINE	ಮ್ಯಾಡೆಲೀನ್
MADHAV	ಮಾಧವ
MADHAVDAS	ಮಾಧವದಾಸ್
MADHU BANSARI	ಮಧು ಬನ್ಸಾರಿ
MADHUCHANDA	ಮಧುಚಂದಾ
MADHUKSARA	ಮಧುಕ್ಷರಾ
MADHULEKHA	ಮಧುಲೇಖಾ
MADHUMAAN	ಮಧುಮನ್
MADHUNISHA	ಮಧುನಿಶಾ
MADHUR	ಮಧುರ್
MADHURA	ಮಧುರಾ
MADHURI	ಮಾಧುರಿ
MADHUSHRI	ಮಧುಶ್ರೀ
MADHYA PRADESH	ಮಧ್ಯಪ್ರದೇಶ
MADIHAH	ಮದಿಹಾ
MADINE KI GALIYAN	ಮದೀದೆ ಕಿ ಗಲಿಯಾ
MADIRAKSHI	ಮದಿರಾಕ್ಷಿ
MADIVAN	ಮಾದಿವನ್
MADLIENA TOWER FORT	ಮಡ್ಲಿನಾ ಟವರ್ ಫೋರ್ಟ್
MADMUST	ಮದಮಸ್ತ್
MADONNA	ಮಡೋನಾ
MADPURI	ಮಾದ್‌ಪುರಿ
MADRAS ALUMINIU	ಮದ್ರಾಸ್ ಅಲ್ಯುಮಿನಿಯಂ
MADURA GARMENTS	ಮಧುರಾ ಗಾರ್ಮೆಂಟ್ಸ್
MAGAN	ಮಗನ್
MAGDALEN	ಮ್ಯಾಗ್ದಲೆನ್
MAGENTA	ಮಜಂತಾ
MAGHAVAAJIT	ಮಘವಾಜಿತ್
MAGHVAN	ಮಾಘವನ್
MAGNESIUM	ಮೆಗ್ನೀಸಿಯಂ
MAGNOLIA	ಮ್ಯಾಗ್ನೋಲಿಯಾ
MAH SEAMLESS	ಮಹ್ ಸೀಮ್ ಲೆಸ್
MAHA	ಮಹಾ
MAHA SHAKTIMAAN	ಮಹಾ ಶಕ್ತಿಮಾನ್
MAHA VIR CHAKRA	ಮಹಾ ವೀರ್ ಚಕ್ರಾ
MAHAABAAHU	ಮಹಾಬಾಹು
MAHAABHUJ	ಮಹಾಭುಜ್
MAHAABODHI	ಮಹಾಬೋಧಿ
MAHAAKSH	ಮಹಾಕ್ಷ
MAHAAMUNI	ಮಹಾಮುನಿ
MAHAARAAJAA	ಮಹಾರಾಜ
MAHABAHU	ಮಹಾಬಾಹು
MAHABAL	ಮಹಾಬಲ್
MAHABALESHWAR	ಮಹಾಬಲೇಶ್ವರ್
MAHABHARAT	ಮಹಾಭಾರತ
MAHADANE	ಮಹಾದಾನೆ
MAHADEVI	ಮಹಾದೇವಿ
MAHAGANAPATI	ಮಹಾಗಣಪತಿ
MAHAGIT	ಮಹಾಗಿತ್
MAHAK	ಮಹಕ್
MAHAKALESHWAR JYOTIRLINGA	ಮಹಾಕಾಲೇಶ್ವರ ಜ್ಯೋತಿರ್ಲಿಂಗ
MAHAL	ಮಹಲ್
MAHALON KE KHWAB	ಮಹಲೋಂ ಕೆ ಖ್ವಾಬ್
MAHAMAYA	ಮಹಾಮಾಯಾ
MAHANADI	ಮಹಾನದಿ
MAHANAGAR GAS	ಮಹಾನಗರ್ ಗ್ಯಾಸ್
MAHANANDA	ಮಹಾನಂದ್
MAHARAJA VIKRAM	ಮಹಾರಾಜಾ ವಿಕ್ರಮ್
MAHARANI	ಮಹಾರಾಣಿ
MAHARANI JHANSI	ಮಹಾರಾಣಿ ಝಾನ್ಸಿ
MAHARANI PADMINI	ಮಹಾರಾಣಿ ಪದ್ಮಿನಿ
MAHARASHTRA TIMES	ಮಹಾರಾಷ್ಟ್ರಾ ಟೈಮ್ಸ್
MAHASATI TULSI	ಮಹಾಸತಿ ತುಲಸಿ
MAHASHWETA	ಮಹಾಶ್ವೇತಾ
MAHASHWETA DEVI	ಮಹಾಸ್ವೇತಾ ದೇವಿ
MAHATMA KABIR	ಮಹಾತ್ಮಾ ಕಬೀರ್
MAHAVEERA	ಮಹಾವೀರಾ
MAHAVIR	ಮಹಾವೀರ್
MAHBUB	ಮಹಬೂಬ್
MAHBUBUR RAHMAN	ಮಹಬೂಬುರ್ ರಹಮಾನ್
MAHEEPATI	ಮಹೀಪತಿ
MAHELA JAYAWARDENE	ಮಹೇಲ ಜಯವರ್ಧನ
MAHENDRA	ಮಹೇಂದ್ರ
MAHENDRA NAGAMOOTOO	ಮಹೇಂದ್ರ ನಂಗಮೂಟೂ
MAHEN_DAR	ಮಹೇಂದರ್
MAHESH	ಮಹೇಶ್
MAHFUZAH	ಮಹಫಜಾ
MAHI	ಮಹಿ
MAHIMA	ಮಹಿಮಾ
MAHIMAA	ಮಹಿಮಾ
MAHINDRA GESCO DEVELOPERS	ಮಹೀಂದ್ರಾ ಜೆಸ್ಕೊ ಡೆವಲಪರ್ಸ್
MAHIN_DAR	ಮಹಿಂದರ್
MAHOMMED GHAUS	ಮಹಮೂದ್ ಗೌಸ್
MAHOTSAAH	ಮಹೋತ್ಸಾಹ
MAHTAB	ಮಹತಬ್
MAHUA	ಮಹುವಾ
MAHUM	ಮಹುಮ್
MAHUNA	ಮಹುನಾ
MAIK	ಮೈಕ್
MAIKHANA	ಮೈಖಾನಾ
MAILI	ಮೈಲಿ
MAIN AUR MERA HATHI	ಮೈ ಔರ್ ಮೇರಾ ಹಾಥಿ
MAIN AUR TUM	ಮೈ ಔರ್ ತುಮ್
MAIN AWARA HOON	ಮೈ ಆವಾರಾ ಹೂ
MAIN BHI LADKI HOON	ಮೈ ಭೀ ಲಡಕೀ ಹೂ
MAIN HOON JADUGAR	ಮೈ ಹೂ ಜಾದೂಗರ್
MAIN INTEQAAM LOONGA	ಮೈ ಇಂತೆಕಾಮ್ ಲೂಂಗಾ
MAIN SHADI KARNE CHALA	ಮೈ ಶಾದಿ ಕರ್ನೆ ಚಲಾ
MAIN SUHAGAN HOON	ಮೈ ಸುಹಾಗನ್ ಹೂ
MAIN TERA DUSHMAN	ಮೈ ತೇರಾ ದುಶ್ಮನ್
MAINAK	ಮೈನಕ್
MAINE JEENA SEEKH LIYA	ಮೈ ಜೀನಾ ಸೀಖ್ ಲಿಯಾ
MAINE PYAR KIYA	ಮೈ ಪ್ಯಾರ್ ಕಿಯಾ
MAISIE	ಮೈಸಿ
MAITHILI	ಮೈಥಿಲಿ
MAITRI	ಮೈತ್ರಿ
MAIYAA	ಮೈಯಾ
MAJAAL	ಮಜಾಲ್
MAJAROOH	ಮಜರೂಹ್
MAJBOOR	ಮಜಬೂರ್
MAJD	ಮರ್ದ್
MAJIDAH	ಮಜಿದಾ
MAJOR	ಮೇಜರ್
MAJOR LEAGUE LACROSSE COACH OF THE YEAR AWARD	ಮೇಜರ್ ಲೀಗ್ ಲಾಕ್ರೊಸ್ ಕೋಚ್ ಆಫ್ ದ ಈಯರ್ ಅವಾರ್ಡ್
MAJOR LEAGUE LACROSSE COMMUNITY SERVICE AWARD	ಮೇಜರ್ ಲೀಗ್ ಲಾಕ್ರೊಸ್ ಕಾಮ್ಯುನಿಟಿ ಸರ್ವಿಸ್ ಅವಾರ್ಡ್
MAJOR LEAGUE LACROSSE DEFENSIVE PLAYER OF THE YEAR AWARD	ಮೇಜರ್ ಲೀಗ್ ಲಾಕ್ರೊಸ್ ಡಿಫೆನ್ಸಿವ್ ಪ್ಲೇಯರ್ ಆಫ್ ದ ಈಯರ್ ಅವಾರ್ಡ್
MAJOR LEAGUE LACROSSE MOST IMPROVED PLAYER OF THE YEAR AWARD	ಮೆಜರ್ ಲೀಗ್ ಲಾಕ್ರೊಸ್ ಮೊಸ್ಟ್ ಇಂಪ್ರೂಡ್ ಪ್ಲೇಯರ್ ಆಫ್ ದ ಈಯರ್ ಅವಾರ್ಡ್
MAJOR LEAGUE LACROSSE OFFENSIVE PLAYER OF THE YEAR AWARD	ಮೇಜರ್ ಲೀಗ್ ಲಾಕ್ರೊಸ್ ಅಫೆನ್ಸಿವ್ ಪ್ಲೇಯರ್ ಆಫ್ ದ ಈಯರ್ ಅವಾರ್ಡ್
MAKABARAA	ಮಕಬರಾ
MAKATKAR	ಮತಾಕರ್
MAKHAYA NTINI	ಮಖಾಯಾ ಎಂಟಿನಿ
MAKHIJANI	ಮಾಖೀಜಾನಿ
MAKHOWAL	ಮಾಖೋವಾಲ್
MAKHTOOMA	ಮಖತೂಮಾ
MAKHTOONAH	ಮಖತೂನಾ
MAKITA	ಮಕಿಟಾ
MAKKHU	ಮಖೂ
MALA	ಮಾಲಾ
MALAGA	ಮಲಗಾ
MALAMAAL	ಮಾಲಾಮಾಲ್
MALAWI	ಮಲಾವಿ
MALAYALA MANORAMA	ಮಲಯಾಳ ಮನೋರಮಾ
MALAYSIA	ಮಲೇಷಿಯಾ
MALCOLM JARVIS	ಮಾಲ್ಕಂ ಜಾರ್ವಿಸ್
MALDAAR	ಮಾಲದಾರ್
MALEEHAH	ಮಾಲಿಹಾ
MALHOTRA	ಮಲ್ಹೋತ್ರಾ
MALINI	ಮಾಲಿನಿ
MALISE	ಮ್ಯಾಲಿಸ್
MALKA MARI	ಮಲ್ಕಾ ಮಾರಿ
MALKAUNS	ಮಾಲಕೌಂಸ್
MALLAH	ಮಲ್ಲಾಹ್
MALLIKA	ಮಲ್ಲಿಕಾ
MALLORIE	ಮಲ್ಲೋರಿ
MALUKU AND IRIAN JAYA	ಮಲುಕು ಅಂಡ್ ಇರಿಯನ್ ಜಾಯಾ
MALVARKAR	ಮಾಲ್ವರ್ಕರ್
MAMA BHANJA	ಮಾಮಾ ಭಾಂಜಾ
MAMAJI	ಮಾಮಾಜಿ
MAN BOOKER PRIZE	ಮ್ಯಾನ್ ಬೂಕರ್ ಪ್ರೈಜ್
MAN KA AANGAN	ಮನ್ ಕಾ ಆಂಗನ್
MAN OF THE YEAR/PERSON OF THE YEAR	ಮ್ಯಾನ್ ಆಫ್ ದ ಈಯರ್/ಪರ್ಸನ್ ಆಫ್ ದ ಈಯರ್
MANABHAAVAN	ಮನಭಾವನ
MANAGER	ಮೇನೇಜರ್
MANAJ	ಮಾನಜ್
MANAL	ಮನಲ್
MANAMAUJEE	ಮನಮೌಜೀ
MANAR	ಮನರ್
MANASOOB	ಮನಸೂಬ್
MANASVEE	ಮನಸ್ವೀ
MANASVI	ಮನಸ್ವಿ
MANAVENDRA	ಮಾನವೇಂದ್ರ
MANAVINDER	ಮನವಿಂದರ್
MANCHALI	ಮಂಚಾಲೀ
MANCHESTER	ಮ್ಯಾಂಚೆಸ್ಟರ್
MANDAKINI	ಮಂದಾಕಿನಿ
MANDAKRANTA	ಮಂದ್ರಕ್ರಾಂತ
MANDAN	ಮಂಡನ್
MANDAPE	ಮಂಡಪೆ
MANDARA	ಮಂದರಾ
MANDEEP	ಮನ್‌ದೀಪ್
MANDELINA	ಮ್ಯಾಂಡೆಲಿನಾ
MANDHATRI	ಮಂಧಾತ್ರಿ
MANDIR	ಮಂದಿರ್
MANDIR MASJID	ಮಂದಿರ್ ಮಸ್ಜಿದ್
MANDSAUR	ಮಾಂಡ್ಸಾರ್
MANDY	ಮ್ಯಾಂಡಿ
MANDY YACHAD	ಮ್ಯಾಂಡಿ ಯಚಡ್
MANGAL	ಮಂಗಲ್
MANGAL DADA	ಮಂಗಲ್ ದಾದಾ
MANGAL PANDEY	ಮಂಗಲ್ ಪಾಂಡೆ
MANGALAGIRI	ಮಂಗಳಗಿರಿ
MANGANESE	ಮ್ಯಾಂಗನೈಸ್
MANGATARAAM	ಮಂಗತರಾಮ್
MANGETAR	ಮಂಗೇತರ್
MANGU DADA	ಮಂಗು ದಾದಾ
MANI	ಮಣಿ
MANIDEEPA	ಮಣಿದೀಪ
MANIKUNTALA	ಮಣಿಕುಂತಲಾ
MANINDER	ಮಣಿಂದರ್
MANIPUR TODAY	ಮಣಿಪುರ್ ಟುಡೆ
MANIRAM	ಮಣಿರಾಮ್
MANISHA	ಮನಿಶಾ
MANJALAR RESERVOIR	ಮಂಜಲಾರ್ ರಿಜರ್ವಾಯರ್
MANJAREE	ಮಂಜರೀ
MANJAREEK	ಮಂಜಾರೀಕ್
MANJARI	ಮಂಜರಿ
MANJEER	ಮಂಜೀರ್
MANJULIKA	ಮಂಜುಳಿಕಾ
MANJURAL ISLAM RANA	ಮಂಜುರಲ್ ಇಸ್ಲಾಂ ರಾಣಾ
MANJYOT	ಮನ್‌ಜ್ಯೋತ್
MANMAYI	ಮನ್ಮಯಿ
MANMOHAN	ಮನಮೋಹನ
MANOBHU	ಮನೋಭು
MANOCHA	ಮನೋಚಾ
MANOHAR	ಮನೋಹರ
MANOJAV	ಮನೋಜವ
MANORANJAN	ಮನೋರಂಜನ್
MANORATHA	ಮನೋರಥ
MANORATHEE	ಮನೋರಥೀ
MANPRASAD	ಮನಪ್ರಸಾದ್
MANSOOR AL HALLAJ	ಮನ್ಸೂರ್ ಆಲ್ ಹಲ್ಲಜ್
MANSOOR RANA	ಮನ್ಸೂರ್ ರಾಣಾ
MANSUKH	ಮನಸುಖ
MANSURAH	ಮನ್ಸೂರಾ
MANU THE GREAT	ಮನು ದ ಗ್ರೇಟ್
MANUHAAR	ಮನುಹಾರ
MANUSELA	ಮನುಸೆಲಾ
MANUSHRESTH	ಮನುಶ್ರೇಷ್ಠ
MANZAR	ಮಂಜರ್
MANZILEN AUR BHI HAIN	ಮನ್ಜಿಲೇ ಔರ್ ಭೀ ಹೈ
MANZOOR ELAHI	ಮಂಜೂರ್ ಇಲಾಹಿ
MAPLE MUSEUM	ಮ್ಯಾಪೆಲ್ ಮ್ಯೂಸಿಯಂ
MAQBUL	ಮಖಬುಲ್
MAQIL	ಮಖಿಲ್
MAQSOOD RANA	ಮಕ್ಸೂದ್ ರಾಣಾ
MAQSUD	ಮಖ್ಸದ್
MAR MITENGE	ಮರ್ ಮಿಟೇಂಗೆ
MARAKAT	ಮರಕತ್
MARAM	ಮರಮ್
MARASI	ಮರಾಸಿ
MARATHI	ಮರಾಠಿ
MARATHWADA	ಮರಾಠ್‌ವಾಢಾ
MARC	ಮಾರ್ಕ್
MARC ANTONY	ಮಾರ್ಕ್ ಆಂಟೋನಿ
MARCANTONIO COLONNA	ಮಾರ್ಕೆಂಟೋನಿಯೊ ಕೊಲೋನಾ
MARCENA	ಮಾರ್ಸೀನಾ
MARCHOVELETTE	ಮಾರ್ಕೋವೆಲೆಟ್
MARCIA	ಮಾರ್ಸಿಯಾ
MARCIE	ಮಾರ್ಸೀ
MARCONI PRIZE	ಮಾರ್ಕೊನಿ ಪ್ರೈಜ್
MARCS MCGUIRE	ಮಾರ್ಕಸ್ ಮೆಕ್‌ಗ್ವಾಯರ್
MARD	ಮರ್ದ್
MARD KI ZABAAN	ಮರ್ದ್ ಕಿ ಜಬಾನ್
MARD-E-MAIDAN	ಮರ್ದ್-ಎ-ಮೈದಾನ್
MARDANGI	ಮರ್ದಾಂಗೀ
MARDI	ಮಾರ್ಡಿ
MARENDA	ಮರೇಂದಾ
MARENGO	ಮರೆಂಗೊ
MARGARET	ಮಾರ್ಗರೇಟ್
MARGAUX	ಮಾರ್ಗೌಕ್ಸ್
MARGE	ಮಾರ್ಗ್
MARGED	ಮಾರ್ಗಡ್
MARGO	ಮಾರ್ಗೊ
MARGO CARIBE	ಮಾರ್ಗೋ ಕೇರಿಬ್
MARIA SHRIVER	ಮಾರಿಯಾ ಶ್ರಿವರ್
MARIAN ENGEL AWARD	ಮೆರಿಯನ್ ಇಂಜಿಲ್ ಅವಾರ್ಡ್
MARIANNE WILLIAMSON	ಮೇರಿಯನ್ ವಿಲಿಯಂಸನ್
MARICOPA	ಮಾರಿಕೊಪಾ
MARIDAH	ಮಾರಿದಾ
MARIEL	ಮ್ಯಾರೀಲ್
MARIETTA	ಮರಿಯಟಾ
MARIGOLD	ಮ್ಯಾರಿಗೋಲ್ಡ್
MARIMBAS	ಮರಿಂಬಸ್
MARIO	ಮಾರಿಯೊ
MARISELA	ಮ್ಯಾರಿಸೆಲಾ
MARISKA	ಮ್ಯಾರಿಸ್ಕಾ
MARITIME MUSEUM OF GREECE	ಮೆರಿಟೈಮ್ ಮ್ಯೂಸಿಯಂ ಆಫ್ ಗ್ರೀಸ್
MARJANAH	ಮರ್ಜನಾ
MARJANE	ಮಾರ್ಜನೆ
MARK BAILEY	ಮಾರ್ಕ್ ಬೈಲೀ
MARK GREATBATCH	ಮಾರ್ಕ್ ಗ್ರೇಟ್‌ಬ್ಯಾಚ್
MARK HASLAM	ಮಾರ್ಕ್ ಹಸ್ಲಾಂ
MARK RAMPRAKASH	ಮಾರ್ಕ್ ರಾಮಪ್ರಕಾಶ್
MARK TWAIN	ಮಾರ್ಕ್ ಟ್ವೈನ್
MARK VERMEULEN	ಮಾರ್ಕ್ ವರ್ಮ್ಯೂಲನ್
MARLI	ಮರ್ಲಿ
MARLO	ಮಾರ್ಲೊ
MARLON SAMUELS	ಮರ್ಲಾನ್ ಸ್ಯಾಮುಯಲ್ಸ್
MARLON VONHAGT	ಮಾರ್ಲನ್ ವಾನಾಟ್
MARMIT	ಮರ್ಮಿತ್
MARNIE	ಮಾರ್ನೀ
MAROKE	ಮರೋಕೆ
MARRIAGE BUREAU	ಮ್ಯಾರೇಜ್ ಬ್ಯೂರೊ
MARSHA	ಮಾರ್ಶಾ
MARSHA CLARK	ಮಾರ್ಶಾ ಕ್ಲಾರ್ಕ್
MARTELL UNITED METHODIST	ಮಾರ್ಟೆಲ್ ಯುನೈಟೆಡ್ ಮೋಥೋಡಿಸ್ಟ್
MARTIN BICKNELL	ಮಾರ್ಟಿನ್ ಬಿಕ್ನೆಲ್
MARTIN CROWE	ಮಾರ್ಟಿನ್ ಕ್ರೋವ್
MARTIN HARPERTZOON TROMP	ಮಾರ್ಟಿನ್ ಹಾರ್ಪೆರ್ಟ್ಸ್‌ಜೂನ್ ಟ್ರಾಂಮ್ಪ್
MARTIN SHEEN	ಮಾರ್ಟಿನ್ ಶೀನ್
MARTIN VAN JAARSVELD	ಮಾರ್ಟಿನ್ ವಾನ್ ಜಾರ್ಸ್ವೆಲ್ಡ್
MARTYN MOXON	ಮಾರ್ಟಿನ್ ಮಾಕ್ಸನ್
MARUDAMALAI	ಮರುದಮಲೈ
MARUF	ಮಾರುಫ್
